id,Title,Ingredients,Steps,Loves,URL,Total Porsi,Waktu Memasak,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Total Porsi (Floor),Waktu Memasak (Floor)
724,Ayam Lada hitam 🐔,"1 bh dada ayam--1 bh bawang bombai--2 siung bawang putih--1 bh paprika merah--1 kaleng kecil jamur kancing--2 sdm kecap manis--1/2 sdm kecap asin--1 sdm minyak wijen--1 sdm Lada hitam tumbuk kasar--Garam, gula dan lada putih sckp--","1) Bersihkan ayam, potong dadu
2) Potong dadu paprika, bawang bombay dan jamur kancing
3) Tumis bawang bombai dan bawang putih yang sudah digeprek sampai harum
4) Masukkan ayam dan paprika, kecap manis dan kecap asin, lada hitam dan minyak wijen
5) Masukkan jamur, beri garam, gula, dan lada putih cek rasa masak hingga matang",6,https://cookpad.com/id/resep/4413712-ayam-lada-hitam-%F0%9F%90%94,4,40,ayam,ayam lada hitam,10,"dada ayam , bawang bombai , bawang putih , paprika merah , kaleng jamur kancing , kecap manis , kecap asin , minyak wijen , lada hitam tumbuk kasar , garam , gula lada putih sckp",5,4,40
725,Ayam pok pok saos telur asin,"Ayam fillet secukupnya, cuci dan potong kecil--Bumbu ayam--1 siung bawang putih,haluskan--secukupnya Merica--secukupnya Garam--Tepung crispy--Bahan saos telur asin--1-2 kuning telur asin, hancurkan dengan sendok--2 siung bawang merah, iris-iris--2 siung bawang putih, iris-iris--1/2 ikat daun bawang, iris-iris--4 cabe merah, iris-iris--secukupnya Air--secukupnya Mentega--secukupnya Garam--Kaldu jamur (saya pake merk Totole)--","1) Fillet ayam yang sudah dipotong dicampur dengan bawang putih yang dihaluskan, garam, dan merica. Diamkan sekitar 30 menit
2) Siapkan tepung bumbu crispy dan bagi menjadi dua bagian yaitu tepung basah dan tepung kering
3) Masukkan potongan ayam ke tepung kering lalu ke tepung basah dan kembali ke tepung kering
4) Panaskan minyak lalu goreng ayam, tiriskan
5) Panaskan minyak lalu tumis bawang putih, bawang merah hingga harum
6) Tambahkan potongan daun bawang dan irisan cabe merah
7) Masukkan kuning telur, lalu masukkan mentega, dan air sedikit saja
8) Tambahkan garam dan kaldu jamur lalu tumis hingga harum
9) Masukkan ayam pok pok yang sudah digoreng tadi lalu tumis bersama saos telur asin
10) Angkat lalu sajikan",5,https://cookpad.com/id/resep/4412824-ayam-pok-pok-saos-telur-asin,3,37,ayam,ayam pok pok saos telur asin,16,"ayam fillet , potong , bumbu ayam , bawang putih , haluskan , merica , garam , tepung crispy , saos telur asin , kuning telur asin , hancurkan , bawang merah , bawang putih , daun bawang , cabe merah , air , mentega , garam , kaldu jamur pake merk totole",10,3,37
726,Mie ayam kuuhh,1/2 ekor Ayam bagian Dada (potong kecil)--1/4 ceker ayam (buat tambah2)--Bawang merah--Bawang putih--1 Bawang bombay (iris sedeng)--Lada bubuk/merica--Kemiri--Ketumbar--Kunyit--Jahe--Garam + penyedap royco--Gula pasir + gula jawa--Air--Daun salam + Daun jeruk--Sereh (geprek)--Lengkuas/Laos (geprek)--Pelengkap ;--Mie keriting--Sawi hijau--Daun bawang--Bawang goreng--Kecap manis--Saos extra hot--Sambel rawit--Tambahan toping ;--Telor puyuh--Bakso--Pangsit--,"1) Awal mula tumis bawang bombay dulu..trus semua bumbu dapur yg sudah di uleg sampai halus sy campurkan.. (tumis dengan minyak goreng + tambahan blue band sedikit..)
2) Setelah harum wangi masukan sereh/lengkuas/daun salam/daun jeruk..
3) Masukan Ayam dada + ceker..aduk2 sampai semua tercampur..
4) Tambahkan air..lalu masukan gula pasir/garem/royco/lada bubuk..tutup masak hingga setengah mateng..
5) Lalu masukan gula jawa dan kecap manis..masak lagi hingga matang.
6) Mie keriting di rebus di air yg mendidih bersamaan dgn sawi hijau..sebentar saja lalu angkat..
7) Tambahkan deh ayam nya yg sudah matang,daun bawang iris,bawang goreng merah..
8) Tinggal tambah2 kecap/ sambel rawit/saos pedaass
9) Sesuai selera taburan pangsit, masuk2 bakso,telor puyuh,ceker ayam hihi..",9,https://cookpad.com/id/resep/4413043-mie-ayam-kuuhh,4,45,ayam,mie ayam kuuhh,28,"ayam dada potong , ceker ayam , bawang merah , bawang putih , bawang bombai sedeng , lada merica , kemiri , ketumbar , kunyit , jahe , garam + penyedap royco , gula pasir + gula jawa , air , daun salam + daun jeruk , serai geprek , lengkuas laos geprek , pelengkap , mie keriting , sawi hijau , daun bawang , bawang goreng , kecap manis , saos extra hot , sambel rawit , tambahan toping , telor puyuh , bakso , pangsit",9,4,45
727,Pedesan Ayam,"1 kg ayam (cm pny 7 potong ayam)--2 lembar daun salam--1 batang sereh, geprek--1/2 bungkus kara kecil--secukupnya gula, garam, penyedap--secukupnya air--bumbu halus:--1 genggam munjung rawit hijau--10 siung bawang merah--3 siung bawang putih--","1) Tumis bumbu halus, salam n sereh dg 3 sdm minyak goreng, hingga harum dan tdk langu, masukkan ayam, aduk hingga brubah warna, masukkan air hingga stengah merendam ayam, biarkan mendidih dan air agak menyusut, masukkan santan, garam, gula, penyedap, aduk rata, biarkan hingga kuah susut, mengental dan ayam empuk. Koreksi rasa, jika sdh pas, matikan api, sajikan...enjoyy",8,https://cookpad.com/id/resep/4389343-pedesan-ayam,8,43,ayam,pedesan ayam,10,"ayam pny potong ayam , daun salam , serai , geprek , kara , gula , garam , penyedap , air , bumbu halus , genggam munjung rawit hijau , bawang merah , bawang putih",1,8,43
728,Ayam Serai Kukus,"1 ekor ayam kampung--4 sendok makan kecap asin--2 sendok makan saus tiram--1 sendok makan madu--4 siung bawang merah, kupas--3 batang serai--3 cm jahe, potong korek api--2 sendok makan tepung maizena--Air--","1) Campurkan kecap asin, saus tiram dan madu.
2) Lumuri ayam dengan bumbu tadi. Diamkan selama 20 menit
3) Ambil satu batang serai, potong potong sepanjang 3 cm.
4) Masukkan jahe, serai dan bawang ke dalam ayam.
5) Potong serai memanjang sebagai alas di piring untuk mengukus.
6) Letakkan ayam di atas serai.
7) Kukus selama 45 menit.
8) Angkat, keluarkan isinya. Sisihkan dulu
9) Ambil cairan dari piring untuk saus.
10) Panaskan wajan, masukkan cairan tadi.
11) Cairkan maizena dengan sedikit air.
12) Masukkan ke dalam bumbu tadi.
13) Masak sampai mengental.
14) Sajikan ayam dengan saus.",3,https://cookpad.com/id/resep/4412696-ayam-serai-kukus,4,33,ayam,ayam serai kukus,9,"ayam kampung , kecap asin , saus tiram , madu , bawang merah , kupas , serai , jahe , potong korek api , tepung maizena , air",14,4,33
729,Fillet ayam saus lada hitam,"1/2 kg dada ayam (tanpa tulang)--1 butir telur--Tepung serbaguna (sajiku, sasa dsb)--2 bks saory saos lada hitam--1 bawang bombay--Paprika (aku skip)--2 Cabe merah--Bumbu marinasi:--4 siung bawang putih (haluskan)--1 sdm ketumbar bubuk--1 sdm lada bubuk--1 bks royco--","1) Cara membuat fillet: Potong agak tipis2 dada ayam. Bentuknya sesuai selera ya..klo saya di bikin persegi panjang
2) Daging yg sudah di potong saya pukul2 pke punggung pisau (di geprek) biar bumbunya meresap dan dagingnya empuk
3) Stlah di geprek tambahkan bumbu marinasi nya. Di aduk rata
4) Masukan ke dlm kulkas kurleb 1 jam
5) Celupkan daging fillet nya ke dlm telur trs masukan ke dlm tepung
6) Goreng dlm minyak yg agak bnyk dan api sedang, stlah matang angkat dan susun dlm piring
7) Cara membuat saus lada hitam: tumis bawang Bombay paprika cabe merah smpe setengah matang, kemudian masukan saory saus lada hitam, tambahkan sedikit air..
8) Angkat dan siramkan saus lada hitamnya ke atas fillet ayam nya
9) Fillet ayam lada hitam siap di hidangkan",10,https://cookpad.com/id/resep/4412983-fillet-ayam-saus-lada-hitam,2,38,ayam,fillet ayam saus lada hitam,12,"dada ayam tulang , telur , tepung sajiku , sasa dsb , saory saos lada hitam , bawang bombai , paprika , cabe merah , bumbu marinasi , bawang putih haluskan , biji ketumbar , lada , royco",9,2,38
730,Ayam goreng saus teriyaki ala saya 😋,7 sayap ayam--1/2 bawang bombay--3 siung bawang putih--3 sdm saus teriyaki--1 sdm kecap asin--1 sdm saos tiram--1 sdm kecap manis--Sedikit merica--Minyak goreng--Sedikit minyak wijen--,"1) Potong2 sayap lalu kasih garam lalu biarkan 1/2 jam
2) Goreng sayap sampai warnanya Coklat2 lalu angkat tiriskan
3) Panaskan minyak / margarin lalu masukan bawang putih cincang sama bawang bombay
4) Setelah wangi lalu kecilkan api masukan ayam dan kasih bumbu aduk sampai bumbu merata ke ayam
5) Jadi deh siap di sajikan dengan nasi panas
6) Nb ; emang agak asin soalnya suami saya seneng asin2",8,https://cookpad.com/id/resep/4412909-ayam-goreng-saus-teriyaki-ala-saya-%F0%9F%98%8B,7,40,ayam,ayam goreng saus teriyaki ala,10,"sayap ayam , bawang bombai , bawang putih , saus teriyaki , kecap asin , saos tiram , kecap manis , merica , minyak goreng , minyak wijen",6,7,40
731,Ayam Rica-rica,1/2 kg ayam--4 siung bawang merah--2 siung bawang putih--8 cabe merah--1 tomat--1 sereh--secukupnya Daun bawang/ daun kemangi--secukupnya Penyedap rasa--secukupnya Garam--secukupnya Bumbu racik ayam--250 ml Air--secukupnya Gula merah--1 buah jeruk nipis--,"1) Cuci bersih ayam yg sudah di potong, ungkeb dengan bumbu racik ayam instan 10-15 menit
2) Goreng ayam sampai matang. Lalu tiriskan
3) Haluskan bawang merah, bawah putih dan cabe.
4) Iris tomat dan juga sereh
5) Tumis bumbu yang sudah di haluskan sampe harum. Setelah itu masukan irisan tomat dan sereh. Jika sudah matang tambahkan air. Bumbui sampai terasa pas.
6) Masukan ayam goreng. Daun kemangi/ daun bawang. Tunggu 5-10 menit sampai bumbu meresap kedalam daging ayam.
7) Jika sudah meresap. Ayam rica-rica siap dihidangkan dan jangan lupa tambahkan perasan jeruk nipisnya ya.",11,https://cookpad.com/id/resep/4412943-ayam-rica-rica,2,50,ayam,ayam rica rica,13,"ayam , bawang merah , bawang putih , cabe merah , tomat , serai , daun bawang daun kemangi , penyedap , garam , bumbu racik ayam , air , gula merah , jeruk nipis",7,2,50
732,Tongseng Kepala Ayam,"10 bh Kepala hingga leher Ayam--4 lbr Kubis potong2--10 tg Buncis potong jadi 2--Bumbu Pelengkap--2 lbr Daun Salam--2 btg Serai geprek--4 lbr Daun Jeruk--1 bh Tomat merah iris--1 bh Tomat Hijau iris--2 sdm Kecap Manis--10 bh Cabe Rawit utuh--1/2 ltr Air bersih--1/2 ltr Air bersih--Haluskan--6 siung Bawang Merah--4 siung Bawang Putih--1 cm Kunyit--1 cm Jahe--1 sdt Lada--1 sdt Ketumbar--secukupnya Gula, garam--Minyak goreng--","1) Cuci bersih semua bahan dan bumbu sebelum di gunakan.
2) Potong2 kepala ayam bersihkan dari usus, paruh, lendir di langit2 mulut ayam. Cuci kembali hingga benar2 bersih.
3) Tumis bumbu hingga harum masukkan air dan bumbu pelengkap kecuali tomat, tunggu matang.
4) Sebelum diangkat masukkan santan, sayuran dan tomat. Koreksi rasa, angkat.
5) Sajikan
6) Sajikan",24,https://cookpad.com/id/resep/4413069-tongseng-kepala-ayam,5,42,ayam,tongseng kepala ayam,22,"kepala leher ayam , kubis potong , tg buncis potong , bumbu pelengkap , daun salam , serai geprek , daun jeruk , tomat merah , tomat hijau , kecap manis , cabe rawit utuh , ltr air , ltr air , haluskan , bawang merah , bawang putih , kunyit , jahe , lada , ketumbar , gula , garam , minyak goreng",6,5,42
733,Cheese chicken nugets,1000 gr fillet dada ayam--125 gr cheddar--2 sdt garam--1 sdt merica--4 butir telur--4 sdm maizena--300 gr tepung panir--6 bawang putih--1 buah wortel import--,"1) Haluskan daging ayam dengan blender (jangan sampai terlalu halus) di tambah bawang putih, merica, garam
2) Parut keju dan wortel dan sisihkan
3) Campur daging ayam yg sudah di giling dengan tepung maizena, 2 butir telur, keju parut dan wortel
4) Kukus bahan2 yang sudah tercampur selama 30 menit, setelah itu dinginkan
5) Potong2 sesuai selera, di balur dengan telur dan tepung roti. Lalu masukan ke dalam kulkas dan siap di hidangkan",4,https://cookpad.com/id/resep/4412699-cheese-chicken-nugets,5,38,ayam,cheese chicken nugets,9,"fillet dada ayam , cheddar , garam , merica , telur , maizena , tepung panir , bawang putih , wortel import",5,5,38
734,Rica-rica Ceker Ayam,"40 bj ceker ayam--2 ikat kemangi--3 sdm minyak goreng--200 ml air--Secukupnya gula & garam--Bumbu halus:--8 siung bawang putih--8 siung bawang merah--4 bj tomat--10 bj cabe rawit--2 bj cabe kering--2 ruas kunyit--3 butir kemiri--1 sdt ketumbar--Bumbu lainnya:--3 lbr daun salam--3 lbr daun jeruk, buang tengahnya--3 ruas Laos, geprek--","1) Bersihkan kulit dan kuku ceker, cuci. Rebus ceker 20 mnt tambahkan garam agak ceker lunak & lembut
2) Tumis bumbu halus dgn minyak hingga wangi
3) Masukkan bumbu lainnya masak hingga layu
4) Masukkan ceker yg sdah direbus, aduk rata. Jgn lupa tambahkan gula & garam
5) Tambahkan air masak hingga bumbu menyerap dan air menyusut
6) Setelah air menyusut matikan api, masukkan kemangi aduk rata
7) Ceker siap disajikan",10,https://cookpad.com/id/resep/4412408-rica-rica-ceker-ayam,4,50,ayam,rica rica ceker ayam,18,"bj ceker ayam , kemangi , minyak goreng , air , gula & garam , bumbu halus , bawang putih , bawang merah , bj tomat , bj cabe rawit , bj cabe kering , kunyit , kemiri , ketumbar , bumbu , daun salam , daun jeruk , buang tengahnya , laos , geprek",7,4,50
735,Ayam teriyaki,1/2 kg ayam fillet potong kecil2--1 bh bawang bombay--2 bh bawang putih cincang--1 bgks saos teriyaki--secukupnya Kecap manis--Daun bawang--,"1) Rendam ayam dgn saos teriyaki, kecap manis, merica bubuk. Diamkan krg lebih 2 jam
2) Tumis bawang putih dan bawang bombay smpai harum
3) Masukkan ayam beserta bumbu perendamnya, tmbahkan air sedikit jika ingin berkuah
4) Tambahkan daun bawang, garam, gula, koreksi rasa
5) Selamat mencoba",4,https://cookpad.com/id/resep/4412735-ayam-teriyaki,5,35,ayam,ayam teriyaki,6,"ayam fillet potong , bawang bombai , bawang putih cincang , bgks saos teriyaki , kecap manis , daun bawang",5,5,35
736,Ayam goreng mentega,"1 kg ayam potong sesuai selera--1 buah bawang bombay, potong2--4 bh bawang putih, cincang--2 cm jahe, geprak--8 bh cabe rawit--Daun bawang, potong lebar2--100-200 ml kecap manis--100 ml air--3-4 sdm margarin--secukupnya Garam gula--Secukupnya wortel--","1) Bumbui ayam dengan garam dan sedikit merica. Biarkan 1 jam sampai meresap. Lalu goreng sampai matang dan kecoklatan. Sisihkan.
2) Tumis bawang bombay dengan margarin. Masukkan sisa bahan kecuali daun bawang. Masak hingga mendidih.
3) Masukkan ayam. Masak hingga air kering dan tersisa hanya kecap dan minyak. Masukkan daun bawang. Aduk sebentar. Matikan api.
4) Siap disajikan",8,https://cookpad.com/id/resep/4412662-ayam-goreng-mentega,6,37,ayam,ayam goreng mentega,11,"ayam potong , bawang bombai , potong , bawang putih , cincang , jahe , geprak , cabe rawit , daun bawang , potong lebar , kecap manis , air , margarin , garam gula , wortel",4,6,37
737,Chicken steak with brown sauce ala2,Dada ayam--Tepung sajiku serbaguna--Tepung panir--Bawang bombay--Bawang putih cincang--Mentega secukupnya untuk menumis--Lada putih atau lada hitam--Pala bubuk--Saus tiram--sedikit Kecap manis--Saos tomat/pasta tomat--Tepung maizena/terigu yg dilarutkan dg air--,"1) Slice dada ayam dan tusuk2 pake garpu biar bumbunya meresap, kalo saya bisa dpt 4 potong. Hasilnya ga terlalu tipis, pas laahh . Kemudian beri sedikit garam,bawang putih bubuk, cabe bubuk. Rendam ayam sekitar 20-30 menit.
2) Siapkan 3 wadah untuk kocokan telur, tepung sajiku, tepung panir. Kemudian celupkan ayam ke telur-tepung sajiku-tepung panir. Goreng sampai ayam kecoklatan.
3) Cara membuat saus: tumis bawang bombang dan bawang putih cincang. Kemudian masukkan saus tiram, kecap manis,saos tomat/pasta tomat,aduk2 samapai rata. Beri garam,lada,dan pala. Kemudian tuang tepung maizena/terigu yg sudah dicairkan. Koreksi rasa. Selesai.
4) Cara penyajian bebas yaa. Klo saya sayur2nya direbus dulu. Air rebusannya dikasi garam.",9,https://cookpad.com/id/resep/4396236-chicken-steak-with-brown-sauce-ala2,6,43,ayam,chicken steak with brown sauce ala,12,"dada ayam , tepung sajiku , tepung panir , bawang bombai , bawang putih cincang , mentega menumis , lada putih lada hitam , pala , saus tiram , kecap manis , saos tomat pasta tomat , tepung maizena terigu dilarutkan dg air",4,6,43
738,Ayam Geprek,"1/2 kg dada ayam--2 butir telur--5 sdm tepung terigu--3 sdm tepung maizena--secukupnya Lada,garam dan royco--secukupnya Ketumbar--secukupnya Air--3 siung Bawang putih--secukupnya Kunyit bubuk--secukupnya Bumbu ayam royco--Sambal bawang--20 buah Cabe--3 siung Bawang putih--secukupnya Minyak panas--secukupnya Garam dan royco--","1) Ayam di cuci dan di rebus dengan air dan bumbu halus (bawang putih,garam,kunyit dan bumbu royco) kemudian tiriskan
2) Campurkan tepung kering (terigu,maizena,garam,Lada,royco dan ketumbar)
3) Celupkan ayam ke telur kemudian guling2kan ke tepung kering sambil di pijat2
4) Goreng dengan minyak metode deep frying
5) Sambal bawang: haluskan cabe dan bawang putih plus garam dan royco secukupnya kemudian tambah minyak panas
6) Ayam krispy di penyet dan dikasih sambal bawang",16,https://cookpad.com/id/resep/4378707-ayam-geprek,9,43,ayam,ayam geprek,15,"dada ayam , telur , tepung terigu , tepung maizena , lada , garam royco , ketumbar , air , bawang putih , kunyit , bumbu ayam royco , sambal bawang , cabe , bawang putih , minyak panas , garam royco",6,9,43
739,Ayam Goreng Terasi,Bahan :--1/2 kg ayam (sy pake broiler)--Minyak goreng--Bumbu rendaman ayam :--4 siung bawang putih--2 ruas jahe--1 sdm terasi--1 sdm garam--1 sdt kaldu jamur--Tepung baluran ayam :--3 sdm tepung sagu--3 sdm tepung beras--2 sdm maizena--1 sdt lada--1 sdt baking powder--Sejumput garam--,"1) Potong ayam sesuai selera n kerat2. Balurkan merata bumbu rendaman. Simpan di kulkas minimal 3 jam
2) Taruh tepung baluran di toples, tutup n dishake agar tercampur rata
3) Panaskan minyak dg api kecil agar matang merata
4) Ambil ayam masukkan ke toples tepung, balurkan sambil dicubit2 biar keriting
5) Goreng satu per satu, tunggu hingga satu sisi kecoklatanhhmmh lalu balik. Goreng hingga matang. Sajikan dengan sambal terasi dan lalapan.",6,https://cookpad.com/id/resep/4411056-ayam-goreng-terasi,6,45,ayam,ayam goreng terasi,16,"ayam pake broiler , minyak goreng , bumbu rendaman ayam , bawang putih , jahe , terasi , garam , kaldu jamur , tepung baluran ayam , tepung sagu , tepung beras , maizena , lada , baking powder , sejumput garam",5,6,45
740,Siomay ayam,"250 gram daging ayam--100 gram udang--3 sdm tepung tapioka--1 sdm bawang putih goreng--1 butir Telur--Garam--1 sdm Minyak wijen--2 sdm kecap jamur--1 sdm saus tiram--1 sdm kecap asin--Merica--Wortel (potong sesuai selera)--Kulit pangsit (saya beli merk yenyen, karna kulit tipis)--",1) Smua bahan masukkan chopper setelah itu baru di cetak,7,https://cookpad.com/id/resep/4412611-siomay-ayam,6,46,ayam,siomay ayam,13,"daging ayam , udang , tepung tapioka , bawang putih goreng , telur , garam , minyak wijen , kecap jamur , saus tiram , kecap asin , merica , wortel potong , kulit pangsit merk yenyen , karna kulit tipis",1,6,46
741,Semur ayam,1 ekor ayam cuci bersih--Bumbu Blender :--5 siung bawang merah--3 siung bawang putih--Seruas kunyit jahe--3 biji kemiri--Ketumbar lada biji pala secukupnya--Tambahan :--5 biji Bawang merah goreng sbgai taburan--Lengkuas Sereh & salam--sedikit Gula merah Garam mecin Masako Asam Kandis/Jawa--5 sendok makan Kecap Bangau--,"1) Goreng bawang merah iris (sisihkan). lalu Tumis bumbu blenderan sampai harum,Masukan bumbu tambahan Sampai harum
2) Masukan ayam yg SDH bersih Tumis sebentar
3) Masukan Air kira2 sampai diatas ayam
4) Masukan Asam Jawa gula garam kecap Royco micin Tutup diungkep sampai air menyusut
5) Tes rasa  Matang🤔 taburi Bawang merah goreng
6) Sajikan jgn lupa berdoa sebelum makan
7) Saya tunggu Recooknya say",43,https://cookpad.com/id/resep/4412150-semur-ayam,2,49,ayam,semur ayam,12,"ayam , bumbu blender , bawang merah , bawang putih , kunyit jahe , kemiri , ketumbar lada pala , tambahan , biji bawang merah goreng sbgai taburan , lengkuas serai & salam , gula merah garam mecin masako asam kandis jawa , kecap bangau",7,2,49
742,Nugget Ayam-Wortel NonMSG,Bahan adonan*--250 gr dada ayam (ambil dagingnya saja)--1 wortel--4 siung bawang putih--1 butir telur--1 sdt garam (sesuai selera)--1/2 sdt merica bubuk (sesuai selera)--1/2 sdt gula--4 sdm tepung tapioka--2 sdm tepung terigu (boleh dimix dg tepung serbaguna)--Secukupnya air--bahan celup*:--1 sdm tepung terigu--1 butir telur--Secukupnya air--Sedikit garam dan merica--Bahan pelapis*--Secukupnya tepung panir(tepung roti)--,"1) Cuci bersih dada ayam, ambil dagingnya. Cincang kecil2.
2) Bersihkan wortel dan bawang putih, cuci, parut dg parutan keju.
3) Siapkan blender. Masukkan daging ayam cincang, 1 butir telur dan sedikit air. Blender sebentar. Masukkan wortel dan bawang putih parut, garam, merica, gula, dan sedikit air. Blender hingga halus.
4) Tuang adonan ke wadah. Tambahkan tepung kanji sedikit demi sedikit sambil diaduk. Masukkan tepung terigu. Aduk rata. Cek rasa. Jika sdh sesuai selera lanjut step berikutnya.
5) Panaskan kukusan yang sudah diisi sedikit air. Siapkan loyang, olesi dg mentega.
6) Tuang adonan ke dalam loyang. Kukus hingga -+20 menit.
7) Stlh 20 menit, keluarkan adonan. Tunggu hingga dingin. Lalu keluarkan dari loyang.
8) Potong2 nugget sesuai selera.
9) Siapkan bahan celup. Campur tepung terigu, air, telur, garam dan merica. Aduk hingga rata. Lalu celupkan irisan nugget.
10) Siapkan wadah yang ada tutupnya. Masukkan tepung panir. Angkat beberapa irisan nugget dari bahan celup, masukkan ke wadah. Goyang2 wadah agar tepung panir menempel.
11) Masukkan nugget dalam wadah kedap udara. Letakkan di freezer sebentar.
12) Goreng nugget hingga kecoklatan dalam minyak banyak dan api kecil
13) Nungget siap disantap... Proses yang panjang sebanding dgn kepuasan melihat anak2 doyan makan..",18,https://cookpad.com/id/resep/4411835-nugget-ayam-wortel-nonmsg,4,34,ayam,nugget ayam wortel nonmsg,18,"adonan , dada ayam ambil dagingnya , wortel , bawang putih , telur , garam , merica bubuk , gula , tepung tapioka , tepung terigu dimix dg tepung , air , celup , tepung terigu , telur , air , garam merica , tepung panir tepung roti",13,4,34
743,Pastel ayam,"Bahan kulit pastel:--500 gr terigu--100 gr margarin--1 bgkus kecil masako--200-250 ml air hangat--bahan isian pastel :--150 gr ayam suwir yang sudah matang--2 buah wortel, dipotong kotak kecil--3 buah kentang ukuran besar, dipotong kotak kecil--2 buah bawang putih, cincang halus--2 batang daun bawang, iris halus--1 sdt garam--2 sdt gula pasir--1/4 sdt lada halus--1 sdt kaldu bubuk--2 sdm maizena--100 ml air--4 butir telur rebus (kupas bagi jadi 8)--","1) Buat isi terlebih dahulu, iris dadu kecil wortel dan kentang lalu rebus sebentar,setelah itu tumis bawang putih,daun bawang masukkan kentang dan wortel tmbahkan garam,lada,gula dan penyedap/kaldu bubuk tumis ratakan lalu masukkan ayam suwir,tuang maizena yg sudah dilarutkan dlm 100ml air aduk rata dan angkat sesudah matang
2) Buat kulit pastel, campurkan jadi 1terigu,margarin dan masako tuang sedikit demi sedikit air hangat uleni sampai rata(jangan terlalu over ya cukup sampai bisa dibentuk)
3) Ambil sedikit adonan(kalo saya ditimbang 23gr/bulatan) pipihkan dgn rolling pin beri isian tengahnya dan 1iris telur rebus,satukan bagian kulitnya,rekatkan dgn cara dipilin pinggirnya
4) Goreng dlm minyak panas lalu kecilkan sampai api sedang lanjutkan menggoreng sampai golden brown/ sampai matang
5) Nitip foto ya pastelnya siap cuss ke customer",13,https://cookpad.com/id/resep/4411352-pastel-ayam,7,44,ayam,pastel ayam,18,"kulit pastel , terigu , margarin , bgkus masako , air hangat , isian pastel , ayam suwir matang , wortel , dipotong kotak , kentang , dipotong kotak , bawang putih , cincang halus , batang daun bawang , halus , garam , gula pasir , lada , kaldu bubuk , maizena , air , telur rebus kupas",5,7,44
744,Ayam asam manis,"500 gr ayam difillet--2 siung bawang putih, haluskan--secukupnya Garam,merica--1 buah jeruk nipis--5 sdm tepung terigu--1 sdm tepung maizena--Saus asam manis:--1 buah bawang Bombay,iris tipis--2 siung bawang putih iris tipis--1 buah wortel potong korek api--15 biji cabe rawit,iris tipis--1 buah cabe merah iris tipis--secukupnya Gula garam merica--1 sdm saus tomat--1 sdt tepung maizena, larutkan dengan sedikit air--2 buah tomat potong dadu--","1) Cuci bersih ayam.kucuri air jeruk nipis.diamkan sebentar
2) Cuci kembali ayam.lumuri dengan bawang putih halus,garam& merica.aduk rata simpan dalam kulkas kurleb 1 jam
3) Campur tepung terigu & maizena.masukkan ayam aduk sampai rata.goreng dalam minyak banyak&panas.sampai kuning keemasan.
4) Buat saus:tumis bawang putih & bawang Bombay hingga harum.tambahkan cabe tumis lagi sampai harum, masukkan wortel beri sedikit air.tambahkan saus tomat gula garam dan merica.tes rasa.aduk sampai mendidih.
5) Setelah mendidih tuang larutan maizena aduk lagi sampai meletup.masukkan ayam aduk rata.sajikan.
6) Atau bisa juga sausnya dituang dadakan saat penyajian.jadi ayam goreng tetap renyah",7,https://cookpad.com/id/resep/4411871-ayam-asam-manis,5,43,ayam,ayam asam manis,16,"ayam difillet , bawang putih , haluskan , garam , merica , jeruk nipis , tepung terigu , tepung maizena , saus asam manis , bawang bombai , tipis , bawang putih tipis , wortel potong korek api , biji cabe rawit , tipis , cabe merah tipis , gula garam merica , saus tomat , tepung maizena , larutkan air , tomat potong dadu",6,5,43
745,Chicken katsu rumahan,"Ayam fillet, potong2,bumbui lada dan garam,diamkan min.1 jam--Bahan pelapis:--Tepung terigu, tambahkan lada,garam,larutkan dg air--Tepung panir--Bahan saos:--Saos tiram--Saos tomat--Kecap manis--Kecap inggris (kalau ada)--Gula,lada,garam--Larutan maizena--Bawang bombay cincang--Bawang putih cincang--Bahan pelengkap:--Irisan wortel--Irisan kol--Mayonaise/saos--","1) Celupkan potongan ayam ke dalam.larutan tepung (kalau mau pake tepung bumbu yg udah jadi jg boleh), balur tepung panir, lalu goreng dengan api kecil sampai kuning kecoklatan
2) Untuk saosnya:
Campurkan saos tiram, kecap manis, saos tomat, kecap inggris (kalau ada) dan lada dalam 1 wadah, sisihkan.
Tumis bawang bombay cincang, dan bawang putih cincang sampai harum, masukkan campuran saos, beri sedikit air, aduk rata, lalu kentalkan dengan larutan maizena. Cicipi rasanya Tambahkan gula,garam sampai didapat rasa yg pas.
3) Sajikan bersama salad sayur pakai mayonaise/saos dan siramkan saos serta taburi wijen
4) Mudah kaannn",31,https://cookpad.com/id/resep/4412078-chicken-katsu-rumahan,7,44,ayam,chicken katsu rumahan,17,"ayam fillet , potong , bumbui lada garam , diamkan min jam , tepung terigu , tambahkan lada , garam , larutkan dg air , tepung panir , saos , saos tiram , saos tomat , kecap manis , kecap inggris , gula , lada , garam , larutan maizena , bawang bombai cincang , bawang putih cincang , pelengkap , irisan wortel , irisan kol , mayonaise saos",4,7,44
